Date, Daily Fees ,average gas price,Date(UTC),Value (Wei),gas used,Date(UTC),Value,eth price,Date(UTC),Value,,,,,,,,
3/7/21," $58,395.01 ",,12/22/19,11038288256,,12/22/19,39908140268,,12/22/19,132.56,,,,,,,,
3/6/21," $70,541.34 ",,12/23/19,12723118611,,12/23/19,43281371948,,12/23/19,128.1,,,,,,,,
3/5/21," $62,522.30 ",,12/24/19,11744086945,,12/24/19,41585107947,,12/24/19,128.02,,,,,,,,
3/4/21," $60,114.35 ",,12/25/19,11924668484,,12/25/19,40297166654,,12/25/19,125.1,,,,,,,,
3/3/21," $60,741.07 ",,12/26/19,11931708420,,12/26/19,40489354699,,12/26/19,125.73,,,,,,,,
3/2/21," $62,232.29 ",,12/27/19,12102235247,,12/27/19,40649915593,,12/27/19,126.5,,,,,,,,
3/1/21," $55,144.98 ",,12/28/19,11826353778,,12/28/19,36369155681,,12/28/19,128.21,,,,,,,,
2/28/21," $55,796.61 ",,12/29/19,11250754288,,12/29/19,36858911247,,12/29/19,134.55,,,,,,,,
2/27/21," $60,683.39 ",,12/30/19,11988751334,,12/30/19,38518330510,,12/30/19,131.41,,,,,,,,
2/26/21," $69,870.97 ",,12/31/19,14031976089,,12/31/19,38627032555,,12/31/19,128.91,,,,,,,,
2/25/21," $56,672.88 ",,1/1/20,11664054350,,1/1/20,37203395960,,1/1/20,130.6,,,,,,,,
2/24/21," $50,128.24 ",,1/2/20,10566318855,,1/2/20,37302668848,,1/2/20,127.18,,,,,,,,
2/23/21," $64,765.85 ",,1/3/20,11494907509,,1/3/20,41968777422,,1/3/20,134.25,,,,,,,,
2/22/21," $49,829.52 ",,1/4/20,9665112896,,1/4/20,38380154394,,1/4/20,134.33,,,,,,,,
2/21/21," $50,157.78 ",,1/5/20,9764148415,,1/5/20,37927743195,,1/5/20,135.44,,,,,,,,
2/20/21," $68,878.57 ",,1/6/20,10997805904,,1/6/20,43408214358,,1/6/20,144.28,,,,,,,,
2/19/21," $66,774.17 ",,1/7/20,10476977187,,1/7/20,44513334535,,1/7/20,143.18,,,,,,,,
2/18/21," $74,887.65 ",,1/8/20,11402214882,,1/8/20,46692845452,,1/8/20,140.66,,,,,,,,
2/17/21," $62,501.45 ",,1/9/20,10881434074,,1/9/20,41652370700,,1/9/20,137.9,,,,,,,,
2/16/21," $80,666.22 ",,1/10/20,12318556369,,1/10/20,45198441970,,1/10/20,144.88,,,,,,,,
2/15/21," $64,401.44 ",,1/11/20,11171702430,,1/11/20,40400125291,,1/11/20,142.69,,,,,,,,
2/14/21," $61,159.99 ",,1/12/20,10928063165,,1/12/20,38189009502,,1/12/20,146.55,,,,,,,,
2/13/21," $69,910.35 ",,1/13/20,11068867087,,1/13/20,43952292486,,1/13/20,143.7,,,,,,,,
2/12/21," $124,603.53 ",,1/14/20,15755682033,,1/14/20,47681670353,,1/14/20,165.86,,,,,,,,
2/11/21," $94,298.23 ",,1/15/20,11175554900,,1/15/20,50763451974,,1/15/20,166.22,,,,,,,,
2/10/21," $76,238.80 ",,1/16/20,9897575973,,1/16/20,46942376061,,1/16/20,164.09,,,,,,,,
2/9/21," $86,520.67 ",,1/17/20,10666145544,,1/17/20,47789027570,,1/17/20,169.74,,,,,,,,
2/8/21," $82,583.03 ",,1/18/20,10821750721,,1/18/20,43857518730,,1/18/20,174,,,,,,,,
2/7/21," $75,159.39 ",,1/19/20,10370811614,,1/19/20,43412027990,,1/19/20,166.94,,,,,,,,
2/6/21," $68,485.12 ",,1/20/20,9628463648,,1/20/20,42650225159,,1/20/20,166.77,,,,,,,,
2/5/21," $65,946.61 ",,1/21/20,9526614167,,1/21/20,40873614497,,1/21/20,169.36,,,,,,,,
2/4/21," $65,618.52 ",,1/22/20,9941370322,,1/22/20,39338164434,,1/22/20,167.79,,,,,,,,
2/3/21," $60,013.52 ",,1/23/20,8959850620,,1/23/20,41185818136,,1/23/20,162.63,,,,,,,,
2/2/21," $63,059.11 ",,1/24/20,8301467582,,1/24/20,46759863029,,1/24/20,162.45,,,,,,,,
2/1/21," $49,083.65 ",,1/25/20,7514852406,,1/25/20,40730555496,,1/25/20,160.36,,,,,,,,
1/31/21," $51,061.13 ",,1/26/20,7320700832,,1/26/20,41586553569,,1/26/20,167.72,,,,,,,,
1/30/21," $60,735.12 ",,1/27/20,8606813919,,1/27/20,41521814952,,1/27/20,169.95,,,,,,,,
1/29/21," $68,961.75 ",,1/28/20,8449745457,,1/28/20,46371586946,,1/28/20,176,,,,,,,,
1/28/21," $70,430.26 ",,1/29/20,8556877569,,1/29/20,47426312361,,1/29/20,173.55,,,,,,,,
1/27/21," $80,106.49 ",,1/30/20,9069894645,,1/30/20,47878408557,,1/30/20,184.47,,,,,,,,
1/26/21," $79,910.51 ",,1/31/20,8965856518,,1/31/20,49581430718,,1/31/20,179.76,,,,,,,,
1/25/21," $73,450.91 ",,2/1/20,9214472279,,2/1/20,43402240366,,2/1/20,183.66,,,,,,,,
1/24/21," $69,497.32 ",,2/2/20,9053826022,,2/2/20,40745352169,,2/2/20,188.39,,,,,,,,
1/23/21," $87,067.10 ",,2/3/20,9835898300,,2/3/20,46645792712,,2/3/20,189.77,,,,,,,,
1/22/21," $115,865.29 ",,2/4/20,11701932888,,2/4/20,52543942279,,2/4/20,188.44,,,,,,,,
1/21/21," $134,862.07 ",,2/5/20,12407461484,,2/5/20,53320740943,,2/5/20,203.85,,,,,,,,
1/20/21," $151,176.92 ",,2/6/20,12978312165,,2/6/20,54718275721,,2/6/20,212.88,,,,,,,,
1/19/21," $162,612.81 ",,2/7/20,13091705996,,2/7/20,55664856425,,2/7/20,223.14,,,,,,,,
1/18/21," $132,013.04 ",,2/8/20,11679918227,,2/8/20,50638732372,,2/8/20,223.2,,,,,,,,
1/17/21," $118,996.90 ",,2/9/20,11228783936,,2/9/20,46358212269,,2/9/20,228.6,,,,,,,,
1/16/21," $120,653.37 ",,2/10/20,11353255565,,2/10/20,47632129828,,2/10/20,223.11,,,,,,,,
1/15/21," $129,698.09 ",,2/11/20,11193602823,,2/11/20,48724997018,,2/11/20,237.8,,,,,,,,
1/14/21," $190,398.46 ",,2/12/20,12709993893,,2/12/20,56289094698,,2/12/20,266.13,,,,,,,,
1/13/21," $193,215.73 ",,2/13/20,13279071654,,2/13/20,54179307187,,2/13/20,268.56,,,,,,,,
1/12/21," $192,779.96 ",,2/14/20,12617650524,,2/14/20,53460912407,,2/14/20,285.79,,,,,,,,
1/11/21," $167,314.16 ",,2/15/20,13115693731,,2/15/20,48166096713,,2/15/20,264.85,,,,,,,,
1/10/21," $162,755.41 ",,2/16/20,12554000920,,2/16/20,49972730590,,2/16/20,259.43,,,,,,,,
1/9/21," $163,753.71 ",,2/17/20,11971133911,,2/17/20,51027894563,,2/17/20,268.07,,,,,,,,
1/8/21," $161,666.05 ",,2/18/20,11188045875,,2/18/20,51074125685,,2/18/20,282.92,,,,,,,,
1/7/21," $163,383.73 ",,2/19/20,12083070512,,2/19/20,52263860641,,2/19/20,258.72,,,,,,,,
1/6/21," $158,502.77 ",,2/20/20,12008669668,,2/20/20,51218580995,,2/20/20,257.7,,,,,,,,
1/5/21," $121,693.33 ",,2/21/20,9495219870,,2/21/20,48254040778,,2/21/20,265.6,,,,,,,,
1/4/21," $117,679.95 ",,2/22/20,10362297210,,2/22/20,43294385821,,2/22/20,262.31,,,,,,,,
1/3/21," $148,715.85 ",,2/23/20,12958605117,,2/23/20,41634826292,,2/23/20,275.64,,,,,,,,
1/2/21," $156,908.56 ",,2/24/20,12107326473,,2/24/20,48768731117,,2/24/20,265.74,,,,,,,,
1/1/21," $149,423.76 ",,2/25/20,11691532540,,2/25/20,51776497786,,2/25/20,246.84,,,,,,,,
12/31/20," $171,944.86 ",,2/26/20,14289989019,,2/26/20,53781520866,,2/26/20,223.73,,,,,,,,
12/30/20," $143,387.06 ",,2/27/20,11864912418,,2/27/20,53104389866,,2/27/20,227.57,,,,,,,,
12/29/20," $138,698.44 ",,2/28/20,11792525152,,2/28/20,51685512448,,2/28/20,227.56,,,,,,,,
12/28/20," $97,619.06 ",,2/29/20,9999559185,,2/29/20,44847191440,,2/29/20,217.68,,,,,,,,
12/27/20," $102,497.70 ",,3/1/20,10366775236,,3/1/20,45349665461,,3/1/20,218.02,,,,,,,,
12/26/20," $110,776.81 ",,3/2/20,10060971157,,3/2/20,47440855618,,3/2/20,232.09,,,,,,,,
12/25/20," $116,868.46 ",,3/3/20,10710921879,,3/3/20,48760549857,,3/3/20,223.77,,,,,,,,
12/24/20," $113,437.00 ",,3/4/20,10913931285,,3/4/20,46260369304,,3/4/20,224.68,,,,,,,,
12/23/20," $128,470.08 ",,3/5/20,11518999227,,3/5/20,48766444005,,3/5/20,228.7,,,,,,,,
12/22/20," $137,080.59 ",,3/6/20,11201545592,,3/6/20,49795124430,,3/6/20,245.76,,,,,,,,
12/21/20," $116,629.67 ",,3/7/20,10988477092,,3/7/20,44637125955,,3/7/20,237.78,,,,,,,,
12/20/20," $130,830.10 ",,3/8/20,13029367486,,3/8/20,50286308613,,3/8/20,199.68,,,,,,,,
12/19/20," $164,113.34 ",,3/9/20,14200494445,,3/9/20,56907992573,,3/9/20,203.08,,,,,,,,
12/18/20," $124,130.36 ",,3/10/20,11528169360,,3/10/20,53671463868,,3/10/20,200.62,,,,,,,,
12/17/20," $134,739.12 ",,3/11/20,12884305108,,3/11/20,53667331706,,3/11/20,194.86,,,,,,,,
12/16/20," $515,443.52 ",,3/12/20,77903244661,,3/12/20,60270155489,,3/12/20,109.78,,,,,,,,
12/15/20," $680,049.73 ",,3/13/20,84761822515,,3/13/20,59237052307,,3/13/20,135.44,,,,,,,,
12/14/20," $110,722.51 ",,3/14/20,16662648149,,3/14/20,54209111490,,3/14/20,122.58,,,,,,,,
12/13/20," $96,236.40 ",,3/15/20,14364979897,,3/15/20,54232784814,,3/15/20,123.53,,,,,,,,
12/12/20," $189,838.70 ",,3/16/20,29714620709,,3/16/20,57390678194,,3/16/20,111.32,,,,,,,,
12/11/20," $122,562.53 ",,3/17/20,18731740624,,3/17/20,56260016936,,3/17/20,116.3,,,,,,,,
12/10/20," $101,362.25 ",,3/18/20,15707758551,,3/18/20,54400650335,,3/18/20,118.62,,,,,,,,
12/9/20," $141,455.62 ",,3/19/20,18322233968,,3/19/20,56477214188,,3/19/20,136.7,,,,,,,,
12/8/20," $122,334.10 ",,3/20/20,16360326781,,3/20/20,56053109603,,3/20/20,133.4,,,,,,,,
12/7/20," $89,121.75 ",,3/21/20,12414614632,,3/21/20,54089637190,,3/21/20,132.72,,,,,,,,
12/6/20," $81,483.37 ",,3/22/20,12942212470,,3/22/20,51420600526,,3/22/20,122.44,,,,,,,,
12/5/20," $102,803.36 ",,3/23/20,14465400762,,3/23/20,51973418456,,3/23/20,136.74,,,,,,,,
12/4/20," $98,406.24 ",,3/24/20,13687447647,,3/24/20,51697161721,,3/24/20,139.07,,,,,,,,
12/3/20," $97,623.84 ",,3/25/20,13756761814,,3/25/20,52072394107,,3/25/20,136.28,,,,,,,,
12/2/20," $95,378.03 ",,3/26/20,13022719834,,3/26/20,52701817210,,3/26/20,138.97,,,,,,,,
12/1/20," $83,269.77 ",,3/27/20,12546794673,,3/27/20,50465639748,,3/27/20,131.51,,,,,,,,
11/30/20," $75,487.56 ",,3/28/20,11413783523,,3/28/20,50355711685,,3/28/20,131.34,,,,,,,,
11/29/20," $63,216.15 ",,3/29/20,11020301161,,3/29/20,46056488567,,3/29/20,124.55,,,,,,,,
11/28/20," $81,435.39 ",,3/30/20,11884805218,,3/30/20,51787919806,,3/30/20,132.31,,,,,,,,
11/27/20," $92,540.45 ",,3/31/20,13067204139,,3/31/20,53179290754,,3/31/20,133.17,,,,,,,,
11/26/20," $88,773.19 ",,4/1/20,12158641023,,4/1/20,53665881090,,4/1/20,136.05,,,,,,,,
11/25/20," $100,779.08 ",,4/2/20,13091171982,,4/2/20,54369995334,,4/2/20,141.59,,,,,,,,
11/24/20," $96,895.63 ",,4/3/20,12546736213,,4/3/20,54597210555,,4/3/20,141.45,,,,,,,,
11/23/20," $80,259.99 ",,4/4/20,10643758163,,4/4/20,52187476824,,4/4/20,144.49,,,,,,,,
11/22/20," $76,651.22 ",,4/5/20,10421896817,,4/5/20,51475533126,,4/5/20,142.88,,,,,,,,
11/21/20," $139,288.10 ",,4/6/20,14386395350,,4/6/20,56414940053,,4/6/20,171.62,,,,,,,,
11/20/20," $123,493.11 ",,4/7/20,13013528020,,4/7/20,57631451338,,4/7/20,164.66,,,,,,,,
11/19/20," $113,563.05 ",,4/8/20,11576580760,,4/8/20,56569534356,,4/8/20,173.41,,,,,,,,
11/18/20," $114,989.14 ",,4/9/20,12277136032,,4/9/20,55120769772,,4/9/20,169.92,,,,,,,,
11/17/20," $108,297.90 ",,4/10/20,12269003782,,4/10/20,55824381169,,4/10/20,158.12,,,,,,,,
11/16/20," $94,638.04 ",,4/11/20,11327484697,,4/11/20,52654735722,,4/11/20,158.67,,,,,,,,
11/15/20," $83,916.53 ",,4/12/20,9800432922,,4/12/20,53937212902,,4/12/20,158.75,,,,,,,,
11/14/20," $103,470.42 ",,4/13/20,11939777888,,4/13/20,55260972737,,4/13/20,156.82,,,,,,,,
11/13/20," $108,766.64 ",,4/14/20,12300384022,,4/14/20,55753722827,,4/14/20,158.6,,,,,,,,
11/12/20," $98,474.83 ",,4/15/20,11635342378,,4/15/20,55370776054,,4/15/20,152.85,,,,,,,,
11/11/20," $147,013.16 ",,4/16/20,15064682211,,4/16/20,56546505543,,4/16/20,172.58,,,,,,,,
11/10/20," $116,842.00 ",,4/17/20,12248271015,,4/17/20,55792894380,,4/17/20,170.98,,,,,,,,
11/9/20," $132,513.44 ",,4/18/20,12700922618,,4/18/20,55552799307,,4/18/20,187.81,,,,,,,,
11/8/20," $120,486.36 ",,4/19/20,12031541144,,4/19/20,55529600862,,4/19/20,180.34,,,,,,,,
11/7/20," $136,102.27 ",,4/20/20,13770276031,,4/20/20,57935356671,,4/20/20,170.6,,,,,,,,
11/6/20," $137,529.13 ",,4/21/20,13970900436,,4/21/20,57567078878,,4/21/20,171,,,,,,,,
11/5/20," $149,622.00 ",,4/22/20,14191692798,,4/22/20,57599039714,,4/22/20,183.04,,,,,,,,
11/4/20," $154,059.07 ",,4/23/20,14371184956,,4/23/20,57733723479,,4/23/20,185.68,,,,,,,,
11/3/20," $149,895.51 ",,4/24/20,13771090303,,4/24/20,57990388097,,4/24/20,187.7,,,,,,,,
11/2/20," $137,113.65 ",,4/25/20,12538831783,,4/25/20,56253518223,,4/25/20,194.39,,,,,,,,
11/1/20," $150,988.02 ",,4/26/20,13439926391,,4/26/20,56801948197,,4/26/20,197.78,,,,,,,,
10/31/20," $158,165.62 ",,4/27/20,13918385493,,4/27/20,57748706598,,4/27/20,196.78,,,,,,,,
10/30/20," $146,655.66 ",,4/28/20,13052985766,,4/28/20,57073102681,,4/28/20,196.86,,,,,,,,
10/29/20," $235,894.55 ",,4/29/20,18452757606,,4/29/20,59307361589,,4/29/20,215.55,,,,,,,,
10/28/20," $291,776.74 ",,4/30/20,23829583393,,4/30/20,59360582632,,4/30/20,206.27,,,,,,,,
10/27/20," $172,343.28 ",,5/1/20,13888475283,,5/1/20,58538945742,,5/1/20,211.98,,,,,,,,
10/26/20," $136,851.91 ",,5/2/20,11389301751,,5/2/20,56109407200,,5/2/20,214.15,,,,,,,,
10/25/20," $149,118.10 ",,5/3/20,12521236484,,5/3/20,56694348911,,5/3/20,210.06,,,,,,,,
10/24/20," $184,950.29 ",,5/4/20,14983023765,,5/4/20,59650089352,,5/4/20,206.94,,,,,,,,
10/23/20," $186,776.45 ",,5/5/20,15502345363,,5/5/20,58634760812,,5/5/20,205.48,,,,,,,,
10/22/20," $211,560.72 ",,5/6/20,17933308369,,5/6/20,59252046986,,5/6/20,199.1,,,,,,,,
10/21/20," $268,310.95 ",,5/7/20,20866831524,,5/7/20,60546455883,,5/7/20,212.37,,,,,,,,
10/20/20," $264,114.77 ",,5/8/20,20580766613,,5/8/20,60665060914,,5/8/20,211.54,,,,,,,,
10/19/20," $223,257.80 ",,5/9/20,17823163632,,5/9/20,59620524373,,5/9/20,210.1,,,,,,,,
10/18/20," $347,937.31 ",,5/10/20,30507432603,,5/10/20,60716575042,,5/10/20,187.84,,,,,,,,
10/17/20," $268,525.92 ",,5/11/20,24022502727,,5/11/20,60136105570,,5/11/20,185.88,,,,,,,,
10/16/20," $306,097.09 ",,5/12/20,27066815386,,5/12/20,59552099157,,5/12/20,189.9,,,,,,,,
10/15/20," $400,392.45 ",,5/13/20,32980999573,,5/13/20,60746032020,,5/13/20,199.85,,,,,,,,
10/14/20," $493,309.82 ",,5/14/20,41116263713,,5/14/20,59010054536,,5/14/20,203.32,,,,,,,,
10/13/20," $363,811.85 ",,5/15/20,32000157331,,5/15/20,58407729475,,5/15/20,194.65,,,,,,,,
10/12/20," $305,200.50 ",,5/16/20,25477191550,,5/16/20,59744462257,,5/16/20,200.51,,,,,,,,
10/11/20," $340,186.96 ",,5/17/20,27103939904,,5/17/20,60639672800,,5/17/20,206.98,,,,,,,,
10/10/20," $471,021.26 ",,5/18/20,36508693750,,5/18/20,60082983614,,5/18/20,214.73,,,,,,,,
10/9/20," $428,608.99 ",,5/19/20,33240461791,,5/19/20,60076385709,,5/19/20,214.63,,,,,,,,
10/8/20," $465,430.31 ",,5/20/20,36510632877,,5/20/20,60747209011,,5/20/20,209.85,,,,,,,,
10/7/20," $586,291.83 ",,5/21/20,48851382307,,5/21/20,60442889830,,5/21/20,198.56,,,,,,,,
10/6/20," $434,911.56 ",,5/22/20,35001330711,,5/22/20,59945832815,,5/22/20,207.28,,,,,,,,
10/5/20," $282,642.71 ",,5/23/20,22171704727,,5/23/20,61673448559,,5/23/20,206.7,,,,,,,,
10/4/20," $351,316.08 ",,5/24/20,29040279475,,5/24/20,60554332651,,5/24/20,199.78,,,,,,,,
10/3/20," $468,084.97 ",,5/25/20,38094676834,,5/25/20,60202898263,,5/25/20,204.1,,,,,,,,
10/2/20," $465,536.34 ",,5/26/20,37860437126,,5/26/20,61165579540,,5/26/20,201.03,,,,,,,,
10/1/20," $540,321.60 ",,5/27/20,42827563449,,5/27/20,60555877495,,5/27/20,208.34,,,,,,,,
9/30/20," $531,342.31 ",,5/28/20,39750197752,,5/28/20,60676512378,,5/28/20,220.3,,,,,,,,
9/29/20," $467,742.91 ",,5/29/20,34983980235,,5/29/20,60619345455,,5/29/20,220.56,,,,,,,,
9/28/20," $496,429.04 ",,5/30/20,33659377964,,5/30/20,60551833065,,5/30/20,243.57,,,,,,,,
9/27/20," $402,582.70 ",,5/31/20,28385719806,,5/31/20,61203032008,,5/31/20,231.73,,,,,,,,
9/26/20," $477,571.02 ",,6/1/20,32379485381,,6/1/20,59422202661,,6/1/20,248.21,,,,,,,,
9/25/20," $528,146.22 ",,6/2/20,36613726636,,6/2/20,60656887961,,6/2/20,237.81,,,,,,,,
9/24/20," $438,618.86 ",,6/3/20,29769950061,,6/3/20,60245383681,,6/3/20,244.56,,,,,,,,
9/23/20," $472,336.90 ",,6/4/20,31888384257,,6/4/20,60867856811,,6/4/20,243.35,,,,,,,,
9/22/20," $476,303.73 ",,6/5/20,32258089816,,6/5/20,61502016231,,6/5/20,240.08,,,,,,,,
9/21/20," $572,616.66 ",,6/6/20,38721024282,,6/6/20,61088327324,,6/6/20,242.08,,,,,,,,
9/20/20," $606,432.60 ",,6/7/20,40787069912,,6/7/20,60748748486,,6/7/20,244.75,,,,,,,,
9/19/20," $614,619.70 ",,6/8/20,41524824461,,6/8/20,60052985764,,6/8/20,246.47,,,,,,,,
9/18/20," $555,541.69 ",,6/9/20,37266087486,,6/9/20,61096035988,,6/9/20,244,,,,,,,,
9/17/20," $8,703,576.06 ",,6/10/20,5.81876E+11,,6/10/20,60311175849,,6/10/20,248.01,,,,,,,,
9/16/20," $9,995,941.46 ",,6/11/20,7.09708E+11,,6/11/20,61181419926,,6/11/20,230.21,,,,,,,,
9/15/20," $517,685.89 ",,6/12/20,35616566860,,6/12/20,61189587169,,6/12/20,237.54,,,,,,,,
9/14/20," $427,215.48 ",,6/13/20,29377910098,,6/13/20,61047248653,,6/13/20,238.21,,,,,,,,
9/13/20," $346,603.48 ",,6/14/20,24230716812,,6/14/20,61760294204,,6/14/20,231.61,,,,,,,,
9/12/20," $610,092.77 ",,6/15/20,43250992524,,6/15/20,61069649199,,6/15/20,230.98,,,,,,,,
9/11/20," $581,345.64 ",,6/16/20,40533137609,,6/16/20,60941058656,,6/16/20,235.35,,,,,,,,
9/10/20," $598,772.05 ",,6/17/20,42028712404,,6/17/20,60946003731,,6/17/20,233.76,,,,,,,,
9/9/20," $542,618.86 ",,6/18/20,38424496007,,6/18/20,61069412568,,6/18/20,231.24,,,,,,,,
9/8/20," $602,413.98 ",,6/19/20,39365512466,,6/19/20,66910453808,,6/19/20,228.71,,,,,,,,
9/7/20," $491,175.92 ",,6/20/20,29553002666,,6/20/20,72612038879,,6/20/20,228.89,,,,,,,,
9/6/20," $503,290.39 ",,6/21/20,29937373565,,6/21/20,73789408610,,6/21/20,227.83,,,,,,,,
9/5/20," $728,480.99 ",,6/22/20,41302954545,,6/22/20,72492819746,,6/22/20,243.3,,,,,,,,
9/4/20," $806,342.13 ",,6/23/20,45491287860,,6/23/20,72895209155,,6/23/20,243.16,,,,,,,,
9/3/20," $802,917.44 ",,6/24/20,46589720161,,6/24/20,73472841345,,6/24/20,234.56,,,,,,,,
9/2/20," $713,866.00 ",,6/25/20,42575132701,,6/25/20,72163570447,,6/25/20,232.35,,,,,,,,
9/1/20," $640,670.57 ",,6/26/20,38176707953,,6/26/20,73135681440,,6/26/20,229.46,,,,,,,,
8/31/20," $580,869.22 ",,6/27/20,36769845271,,6/27/20,71543111126,,6/27/20,220.81,,,,,,,,
8/30/20," $581,896.93 ",,6/28/20,35078209646,,6/28/20,73730203640,,6/28/20,224.99,,,,,,,,
8/29/20," $643,272.37 ",,6/29/20,39552762105,,6/29/20,71375635583,,6/29/20,227.86,,,,,,,,
8/28/20," $864,907.88 ",,6/30/20,52294541588,,6/30/20,73318387064,,6/30/20,225.58,,,,,,,,
8/27/20," $778,835.18 ",,7/1/20,47358992980,,7/1/20,71176581831,,7/1/20,231.05,,,,,,,,
8/26/20," $695,788.46 ",,7/2/20,42603951322,,7/2/20,72107146226,,7/2/20,226.49,,,,,,,,
8/25/20," $723,176.83 ",,7/3/20,44742407160,,7/3/20,71788223874,,7/3/20,225.15,,,,,,,,
8/24/20," $555,333.32 ",,7/4/20,33268484751,,7/4/20,72784835528,,7/4/20,229.34,,,,,,,,
8/23/20," $526,580.89 ",,7/5/20,31655035139,,7/5/20,72950841323,,7/5/20,228.03,,,,,,,,
8/22/20," $703,107.76 ",,7/6/20,40437764877,,7/6/20,71920102702,,7/6/20,241.76,,,,,,,,
8/21/20," $715,061.88 ",,7/7/20,40907231924,,7/7/20,73031480121,,7/7/20,239.35,,,,,,,,
8/20/20," $939,187.66 ",,7/8/20,52093643866,,7/8/20,72958739417,,7/8/20,247.11,,,,,,,,
8/19/20," $836,298.15 ",,7/9/20,47477907527,,7/9/20,72763009946,,7/9/20,242.08,,,,,,,,
8/18/20," $672,976.54 ",,7/10/20,38637254876,,7/10/20,72210167258,,7/10/20,241.21,,,,,,,,
8/17/20," $588,734.47 ",,7/11/20,33735159452,,7/11/20,72943190236,,7/11/20,239.25,,,,,,,,
8/16/20," $569,362.44 ",,7/12/20,32085351933,,7/12/20,73073815745,,7/12/20,242.84,,,,,,,,
8/15/20," $901,470.50 ",,7/13/20,50960828747,,7/13/20,73850785774,,7/13/20,239.53,,,,,,,,
8/14/20," $777,488.59 ",,7/14/20,44351239353,,7/14/20,72909067421,,7/14/20,240.44,,,,,,,,
8/13/20," $907,556.67 ",,7/15/20,51587477037,,7/15/20,73788176889,,7/15/20,238.42,,,,,,,,
8/12/20," $943,979.07 ",,7/16/20,55735259161,,7/16/20,72500484619,,7/16/20,233.61,,,,,,,,
8/11/20," $975,837.68 ",,7/17/20,58219936374,,7/17/20,72007685336,,7/17/20,232.77,,,,,,,,
8/10/20," $884,465.44 ",,7/18/20,50656559485,,7/18/20,74033402643,,7/18/20,235.84,,,,,,,,
8/9/20," $960,312.23 ",,7/19/20,54609003475,,7/19/20,73510728068,,7/19/20,239.22,,,,,,,,
8/8/20," $1,212,518.66 ",,7/20/20,70536742504,,7/20/20,72789157337,,7/20/20,236.16,,,,,,,,
8/7/20," $1,357,372.23 ",,7/21/20,75884344678,,7/21/20,72751379169,,7/21/20,245.87,,,,,,,,
8/6/20," $1,415,285.88 ",,7/22/20,72342074874,,7/22/20,74015587006,,7/22/20,264.32,,,,,,,,
8/5/20," $1,678,353.08 ",,7/23/20,81533077820,,7/23/20,74677796733,,7/23/20,275.65,,,,,,,,
8/4/20," $1,603,516.43 ",,7/24/20,76416250014,,7/24/20,75049970554,,7/24/20,279.6,,,,,,,,
8/3/20," $1,914,643.75 ",,7/25/20,82224184318,,7/25/20,76179056080,,7/25/20,305.67,,,,,,,,
8/2/20," $1,777,274.31 ",,7/26/20,72868554221,,7/26/20,78306549441,,7/26/20,311.47,,,,,,,,
8/1/20," $2,413,203.81 ",,7/27/20,96651241529,,7/27/20,77447071989,,7/27/20,322.39,,,,,,,,
7/31/20," $1,777,247.05 ",,7/28/20,71667637214,,7/28/20,78112767375,,7/28/20,317.47,,,,,,,,
7/30/20," $1,849,599.22 ",,7/29/20,74335028131,,7/29/20,78178695620,,7/29/20,318.27,,,,,,,,
7/29/20," $1,833,653.31 ",,7/30/20,71596140466,,7/30/20,76393925734,,7/30/20,335.25,,,,,,,,
7/28/20," $2,130,624.82 ",,7/31/20,78904447180,,7/31/20,77859908512,,7/31/20,346.81,,,,,,,,
7/27/20," $1,931,884.37 ",,8/1/20,63846952921,,8/1/20,78103433534,,8/1/20,387.41,,,,,,,,
7/26/20," $2,302,675.35 ",,8/2/20,79704212228,,8/2/20,77676603717,,8/2/20,371.93,,,,,,,,
7/25/20," $2,090,451.46 ",,8/3/20,69980285209,,8/3/20,77368571564,,8/3/20,386.1,,,,,,,,
7/24/20," $1,789,725.62 ",,8/4/20,59805862058,,8/4/20,76773617744,,8/4/20,389.79,,,,,,,,
7/23/20," $1,712,415.83 ",,8/5/20,55170121710,,8/5/20,77380401083,,8/5/20,401.12,,,,,,,,
7/22/20," $1,843,973.14 ",,8/6/20,60216328698,,8/6/20,77511522141,,8/6/20,395.07,,,,,,,,
7/21/20," $2,212,498.03 ",,8/7/20,75118872696,,8/7/20,77596467503,,8/7/20,379.57,,,,,,,,
7/20/20," $2,086,288.75 ",,8/8/20,68308662136,,8/8/20,76823830153,,8/8/20,397.56,,,,,,,,
7/19/20," $2,374,710.05 ",,8/9/20,77549796325,,8/9/20,78460962723,,8/9/20,390.28,,,,,,,,
7/18/20," $3,646,168.44 ",,8/10/20,1.18331E+11,,8/10/20,77842975139,,8/10/20,395.84,,,,,,,,
7/17/20," $3,817,878.59 ",,8/11/20,1.30226E+11,,8/11/20,77366491731,,8/11/20,378.94,,,,,,,,
7/16/20," $6,764,953.32 ",,8/12/20,2.23687E+11,,8/12/20,78108663311,,8/12/20,387.19,,,,,,,,
7/15/20," $8,724,127.85 ",,8/13/20,2.63647E+11,,8/13/20,77864730512,,8/13/20,424.97,,,,,,,,
7/14/20," $7,379,962.28 ",,8/14/20,2.14594E+11,,8/14/20,78425468279,,8/14/20,438.51,,,,,,,,
7/13/20," $4,085,530.18 ",,8/15/20,1.2128E+11,,8/15/20,77865065737,,8/15/20,432.63,,,,,,,,
